run,status,model,backbone,loss,loss_display,venue,year,family,loss_variant,epochs,best_val_miou,best_val_miou_epoch,best_val_miou_present,best_val_miou_present_epoch,final_val_miou,final_val_miou_present,final_train_loss,final_val_loss,min_val_loss,val_overfit_drop_from_best,test_loss,test_miou,test_miou_present,test_macro_f1,test_macro_f1_present,test_oa_fg,test_ce,test_dice,val_bestckpt_miou,val_bestckpt_miou_present,val_bestckpt_macro_f1_present,val_bestckpt_oa_fg,params_m,gmacs,gflops,latency_ms_1x3x512x512,peak_vram_gb,gflops_approx,venue_year
geoseg_unetformer_goldmdd_b8_e80_poly_weighted_ce_dice_auxce/sessrs_official,completed,SESSRS,UNetFormer (weighted),sessrs_post,t1/t2 search + postprocess,TGRS2025,2025.0,vfm,sessrs_post,,0.32856506177750217,,0.32856506177750217,,,,,,,,,0.2752185833800863,0.35778415839411226,,0.4942758612828322,0.6816194853966556,,,0.32856506177750217,0.32856506177750217,0.43419406219866985,0.7247048797656863,11.725918,11.775443456,23.550886912,5.064393510386731,0.08757352828979492,,
geoseg_unetformer_goldmdd_b8_e80_poly_focal_dice_auxfocal/sessrs_official,completed,SESSRS,UNetFormer (focal),sessrs_post,t1/t2 search + postprocess,TGRS2025,2025.0,vfm,sessrs_post,,0.3405983013441879,,0.3405983013441879,,,,,,,,,0.32278961241708987,0.3873475349005079,,0.5090518034127973,0.7195053690254863,,,0.3405983013441879,0.3405983013441879,0.440313091979468,0.7242078936773063,11.725918,11.775443456,23.550886912,4.784422166665684,0.08757352828979492,,
geoseg_abcnet_goldmdd_b8_e80_poly_ce_dice/sessrs_official,completed,SESSRS,ABCNet (ce+dice+aux),sessrs_post,t1/t2 search + postprocess,TGRS2025,2025.0,vfm,sessrs_post,,0.3077835100466324,,0.3077835100466324,,,,,,,,,0.2628671862983212,0.3154406235579854,,0.4311106454456932,0.683498301572398,,,0.3077835100466324,0.3077835100466324,0.40955439101538144,0.7069190836871122,13.964547,16.192988782,32.385977564,20.951877978299915,0.10044193267822266,,
geoseg_banet_goldmdd_b8_e80_poly_ce_dice/sessrs_official,completed,SESSRS,BANet (ce+dice),sessrs_post,t1/t2 search + postprocess,TGRS2025,2025.0,vfm,sessrs_post,,0.27914672042324906,,0.30061954507119126,,,,,,,,,0.2258892344765493,0.2936560048195141,,0.4160693929327269,0.6536129338190971,,,0.27914672042324906,0.30061954507119126,0.3986769144923288,0.7174686901117281,12.860838,15.690272723,31.380545446,7.7092501802545295,0.10294437408447266,,
geoseg_a2fpn_goldmdd_b8_e80_poly_ce_dice/sessrs_official,completed,SESSRS,A2FPN (ce+dice),sessrs_post,t1/t2 search + postprocess,TGRS2025,2025.0,vfm,sessrs_post,,0.3093802440394887,,0.3093802440394887,,,,,,,,,0.3085018899491995,0.37020226793903943,,0.4847642661550184,0.7337705396967407,,,0.3093802440394887,0.3093802440394887,0.4078206824352487,0.6813088492301506,12.162039,13.568292492,27.136584984,3.2009558308861594,0.21499872207641602,,
geoseg_a2fpn_goldmdd_b8_e80_poly_weighted_ce_dice/sessrs_official,completed,SESSRS,A2FPN (weighted),sessrs_post,t1/t2 search + postprocess,TGRS2025,2025.0,vfm,sessrs_post,,0.29844315225043055,,0.321400317808156,,,,,,,,,0.2674820723149358,0.37447490124091015,,0.5139383071005487,0.709815823977346,,,0.29844315225043055,0.321400317808156,0.44445431720661865,0.6441701759141366,12.162039,13.568292492,27.136584984,3.237602110720031,0.21499872207641602,,
geoseg_a2fpn_goldmdd_b8_e80_poly_focal_dice/sessrs_official,completed,SESSRS,A2FPN (focal),sessrs_post,t1/t2 search + postprocess,TGRS2025,2025.0,vfm,sessrs_post,,0.30350994490808814,,0.30350994490808814,,,,,,,,,0.2811578161673927,0.33738937940087127,,0.46132566720230833,0.6663309262086933,,,0.30350994490808814,0.30350994490808814,0.40587365482830984,0.6699354655233773,12.162039,13.568292492,27.136584984,3.3197666780067587,0.21499872207641602,,
geoseg_manet_goldmdd_b8_e80_poly_ce_dice/sessrs_official,completed,SESSRS,MANet (ce+dice),,t1/t2 search + postprocess,TGRS2025,2025.0,vfm,sessrs_post,,0.3161849967477823,,0.3161849967477823,,,,,,,,,0.30035650910177253,0.360427810922127,,0.48203836595784155,0.6774972161230757,,,0.3161849967477823,0.3161849967477823,0.41245142127126233,0.6766100546597769,35.862934,54.807887506,109.615775012,7.755681285635378,0.39400577545166016,,TGRS2025
geoseg_manet_goldmdd_b8_e80_poly_weighted_ce_dice,completed,MANet,ResNet-50,weighted_ce_dice,weighted_ce+dice,TGRS2022,2022.0,remote_sensing,weighted_ce_dice,80.0,0.3079012905166484,31.0,0.3315860051717752,31.0,,,,,,,,0.2734155355129274,0.3827817497180984,,0.5227878096380927,0.6759159556506018,,,0.3079012905166484,0.3315860051717752,0.4446596851631842,0.6724000438809176,35.862934,54.807887506,109.615775012,4.793971528609593,0.39400577545166016,,TGRS2022
geoseg_manet_goldmdd_b8_e80_poly_focal_dice,completed,MANet,ResNet-50,focal_dice,focal+dice,TGRS2022,2022.0,remote_sensing,focal_dice,80.0,0.301458021149328,57.0,0.3246470996992763,57.0,,,,,,,,0.2856227231733144,0.3998718124426401,,0.5431423492698431,0.6847841393721067,,,0.301458021149328,0.3246470996992763,0.4413955662898663,0.6834595975138507,35.862934,54.807887506,109.615775012,4.793971528609593,0.39400577545166016,,TGRS2022
mcpnet_r50_baseline1_augv2_ce_dice,completed,MCPNet,ResNet-50,ce_dice,ce+dice,TGRS2025,2025.0,remote_sensing,ce_dice,80.0,0.305147373441603,60.0,0.305147373441603,60.0,,,,,,,,0.2182902352679341,0.3056063293751078,,0.4267339892892821,0.6679938636073458,,,0.305147373441603,0.305147373441603,0.3951925718792344,0.7140224536032322,45.151567,55.493292032,110.986584064,6.8756793936093645,0.3527793884277344,,TGRS2025
mcpnet_r50_baseline2_augv2_weighted_ce_dice_fix,completed,MCPNet,ResNet-50,weighted_ce_dice,weighted_ce+dice,TGRS2025,2025.0,remote_sensing,weighted_ce_dice,80.0,0.2954038649117527,23.0,0.3181272391357337,23.0,,,,,,,,0.2280628958464606,0.3192880541850448,,0.4552138858209434,0.6404520015496944,,,0.2954038649117527,0.3181272391357337,0.4177832850479123,0.7706205921748472,45.151567,55.493292032,110.986584064,6.8756793936093645,0.3527793884277344,,TGRS2025
mcpnet_r50_baseline3_augv2_focal_dice_fix,completed,MCPNet,ResNet-50,focal_dice,focal+dice,TGRS2025,2025.0,remote_sensing,focal_dice,80.0,0.3026510133544883,33.0,0.3026510133544883,33.0,,,,,,,,0.248659844024168,0.3232577972314184,,0.444833195826305,0.6898474021965715,,,0.3026510133544883,0.3026510133544883,0.3944218145165642,0.7600681242042713,45.151567,55.493292032,110.986584064,6.8756793936093645,0.3527793884277344,,TGRS2025
ppmambaseg_ppmamba_goldmdd_b8_e80_poly_weighted_ce_dice,completed,PPMambaSeg,swsl-ResNet-18,weighted_ce_dice,weighted_ce+dice,GRSL2025,2025.0,remote_sensing,weighted_ce_dice,80.0,0.3466134083184726,42.0,0.3466134083184726,42.0,,,,,,,,0.2752539229897838,0.3853554921856973,,0.5298209326832755,0.6816404366616989,,,0.3466134083184726,0.3466134083184726,0.470823785064388,0.670620198844534,21.704934,22.995250712,45.990501424,11.27557655175527,0.31026744842529297,,GRSL2025
ppmambaseg_ppmamba_goldmdd_b8_e80_poly_focal_dice,completed,PPMambaSeg,swsl-ResNet-18,focal_dice,focal+dice,GRSL2025,2025.0,remote_sensing,focal_dice,80.0,0.3410505719868989,5.0,0.3410505719868989,5.0,,,,,,,,0.324778194436249,0.3897338333234988,,0.5099971555898402,0.7103232891842296,,,0.3410505719868989,0.3410505719868989,0.4401562009408585,0.7490238940297218,21.704934,22.995250712,45.990501424,11.27557655175527,0.31026744842529297,,GRSL2025
geoseg_dcswin_small_goldmdd_b8_e80_poly_ce_dice,completed,DC-Swin,Swin-Small,ce_dice,ce+dice,TGRS2022,2022.0,remote_sensing,ce_dice,80.0,0.2883882408547086,31.0,0.2883882408547086,31.0,,,,,,,,0.2476078190007227,0.2971293828008672,,0.4172760685319264,0.6583838095406773,,,0.2883882408547086,0.2883882408547086,0.3846203364599165,0.6993718543273241,66.950252,72.196244696,144.392489392,12.380387137333551,0.35608482360839844,,TGRS2022
geoseg_pyramidmamba_goldmdd_b8_e80_poly_ce_dice,completed,PyramidMamba,Swin-Base,ce_dice,ce+dice,JAG2025,2025.0,remote_sensing,ce_dice,80.0,0.3703454163543084,68.0,0.3703454163543084,68.0,,,,,,,,0.2846693762304489,0.3985371267226284,,0.5360449828746923,0.6832720593355353,,,0.3703454163543084,0.3703454163543084,0.4900256290225826,0.7317761705492627,125.107704,108.877419264,217.754838528,13.758072505394617,0.6582131385803223,,JAG2025
geoseg_pyramidmamba_goldmdd_b8_e80_poly_weighted_ce_dice,completed,PyramidMamba,Swin-Base,weighted_ce_dice,weighted_ce+dice,JAG2025,2025.0,remote_sensing,weighted_ce_dice,80.0,0.38303489599291946,,0.4124991187616056,,,,,,,,,0.31528287199622823,0.4413960207947195,,0.5864271931424783,0.696717572863324,,,0.38303489599291946,0.4124991187616056,0.5428284718980577,0.7538416228665116,125.107704,108.877419264,217.754838528,13.758072505394617,0.6582131385803223,,JAG2025
geoseg_pyramidmamba_goldmdd_b8_e80_poly_focal_dice,completed,PyramidMamba,Swin-Base,focal_dice,focal+dice,JAG2025,2025.0,remote_sensing,focal_dice,80.0,0.3684687769754088,,0.3684687769754088,,,,,,,,,0.2829549176496244,0.3961368847094742,,0.5303896900702008,0.6698500870520327,,,0.3684687769754088,0.3684687769754088,0.4794393044656126,0.7263017455300745,125.107704,108.877419264,217.754838528,13.758072505394617,0.6582131385803223,,JAG2025
sam2_1_default_full_e80_b8_ce_dice_msfpn,completed,SAM2.1,"Hiera-B+ (full finetune, msfpn)",ce_dice,ce+dice,ICLR2025,2025.0,vfm,baseline1,80.0,0.2902826964855194,34.0,0.2902826964855194,34.0,,,,,,,,0.2404553741216659,0.2885464131832123,,0.4088947176933288,0.6561907529830933,,,0.2902826964855194,0.2902826964855194,0.3880332708358764,0.6894277334213257,83.897616,95.908347904,191.816695808,10.485725601514181,0.5898408889770508,,ICLR2025
sam2_1_default_full_e80_b8_weighted_ce_dice_msfpn,completed,SAM2.1,"Hiera-B+ (full finetune, msfpn)",weighted_ce_dice,weighted_ce+dice,ICLR2025,2025.0,vfm,baseline2,80.0,0.2723186314105987,40.0,0.293266236782074,40.0,,,,,,,,0.2053740322589874,0.2875236570835113,,0.4058440327644348,0.6768565773963928,,,0.2723186314105987,0.293266236782074,0.3975581526756286,0.7158034443855286,83.897616,95.908347904,191.816695808,10.485725601514181,0.5898408889770508,,ICLR2025
sam2_1_default_full_e80_b8_focal_dice_msfpn,completed,SAM2.1,"Hiera-B+ (full finetune, msfpn)",focal_dice,focal+dice,ICLR2025,2025.0,vfm,baseline3,80.0,0.2906103432178497,25.0,0.2906103432178497,25.0,,,,,,,,0.2483420372009277,0.2980104684829712,,0.4155403971672058,0.6870467066764832,,,0.2906103432178497,0.2906103432178497,0.386195957660675,0.6832020878791809,83.897616,95.908347904,191.816695808,10.485725601514181,0.5898408889770508,,ICLR2025
sam2_1_freeze_backbone_e80_b8_ce_dice_msfpn,completed,SAM2.1,"Hiera-B+ (frozen backbone, msfpn)",ce_dice,ce+dice,ICLR2025,2025.0,vfm,baseline1,80.0,0.2082152664661407,57.0,0.2242318242788314,57.0,,,,,,,,0.1862760633230209,0.2421588897705078,,0.3510134220123291,0.619263768196106,,,0.2082152664661407,0.2242318242788314,0.3053491115570068,0.6756656169891357,83.897616,95.908347904,191.816695808,10.485725601514181,0.5898408889770508,,ICLR2025
sam2_1_freeze_backbone_e80_b8_weighted_ce_dice_msfpn,completed,SAM2.1,"Hiera-B+ (frozen backbone, msfpn)",weighted_ce_dice,weighted_ce+dice,ICLR2025,2025.0,vfm,baseline2,80.0,0.2160227596759796,56.0,0.2326398938894271,56.0,,,,,,,,0.157668799161911,0.2207363098859787,,0.3235030174255371,0.5937532782554626,,,0.2160227596759796,0.2326398938894271,0.3165358006954193,0.6927767395973206,83.897616,95.908347904,191.816695808,10.485725601514181,0.5898408889770508,,ICLR2025
sam2_1_freeze_backbone_e80_b8_focal_dice_msfpn,completed,SAM2.1,"Hiera-B+ (frozen backbone, msfpn)",focal_dice,focal+dice,ICLR2025,2025.0,vfm,baseline3,80.0,0.2124272286891937,56.0,0.2287677824497223,56.0,,,,,,,,0.1808643341064453,0.2351236343383789,,0.3438430726528168,0.6158303618431091,,,0.2124272286891937,0.2287677824497223,0.3108274042606354,0.6902621984481812,83.897616,95.908347904,191.816695808,10.485725601514181,0.5898408889770508,,ICLR2025
hq_sam_default_full_e80_b8_ce_dice_msfpn,completed,HQ-SAM,"ViT-B + HQ decoder (full finetune, msfpn)",ce_dice,ce+dice,NeurIPS2023,2023.0,vfm,baseline1,80.0,0.2066938430070877,74.0,0.2225933670997619,74.0,,,,,,,,0.1775311380624771,0.2485435903072357,,0.3558301329612732,0.6389881372451782,,,0.2066938430070877,0.2225933670997619,0.2996856868267059,0.6866173148155212,97.829438,491.565093248,983.130186496,74.33629433314006,2.7570595741271973,,NeurIPS2023
hq_sam_default_full_e80_b8_weighted_ce_dice_msfpn,completed,HQ-SAM,"ViT-B + HQ decoder (full finetune, msfpn)",weighted_ce_dice,weighted_ce+dice,NeurIPS2023,2023.0,vfm,baseline2,80.0,0.2076953649520874,64.0,0.2236719280481338,64.0,,,,,,,,0.1813150197267532,0.2538410127162933,,0.3711358904838562,0.6149535179138184,,,0.2076953649520874,0.2236719280481338,0.3076547980308532,0.6653258204460144,97.829438,491.565093248,983.130186496,74.33629433314006,2.7570595741271973,,NeurIPS2023
hq_sam_default_full_e80_b8_focal_dice_msfpn,completed,HQ-SAM,"ViT-B + HQ decoder (full finetune, msfpn)",focal_dice,focal+dice,NeurIPS2023,2023.0,vfm,baseline3,80.0,0.2087432295083999,53.0,0.2248004078865051,53.0,,,,,,,,0.1925348490476608,0.2502953112125397,,0.3560546040534973,0.6538944244384766,,,0.2087432295083999,0.2248004078865051,0.2972735464572906,0.7094228267669678,97.829438,491.565093248,983.130186496,74.33629433314006,2.7570595741271973,,NeurIPS2023
geoseg_manet_goldmdd_b8_e80_poly_weighted_ce_dice/sessrs_official,running,SESSRS,MANet (weighted),,t1/t2 search + postprocess,TGRS2025,2025.0,vfm,sessrs_post,,,,,,,,,,,,,,,,,,,,,,,,35.862934,54.807887506,109.615775012,4.793971528609593,0.39400577545166016,,TGRS2025
geoseg_manet_goldmdd_b8_e80_poly_focal_dice/sessrs_official,completed,SESSRS,MANet (focal),,t1/t2 search + postprocess,TGRS2025,2025.0,vfm,sessrs_post,,0.17226735611491772,,0.301467873201106,,,,,,,,,0.28801176715075066,0.40321647401105104,,0.546709341083937,0.6848999617807672,,,0.17226735611491772,0.301467873201106,0.4057041469233572,0.637904049567316,35.862934,54.807887506,109.615775012,7.072277489379362,0.39400577545166016,,TGRS2025
